1431671620.487172,switchgens,h6,None
1431671631.415335,switchgens,h6,None
1431671642.467054,switchgens,h6,None
1431671653.755601,switchgens,h6,None
1431671665.035406,switchgens,h6,None
1431671676.530643,switchgens,h6,None
1431671687.739702,switchgens,h6,None
1431671698.827626,switchgens,h6,None
1431671710.175322,switchgens,h6,None
1431671721.477663,switchgens,h6,None
1431671732.487529,switchgens,h6,None
1431671743.595715,switchgens,h6,None
1431671755.129683,switchgens,h6,None
1431671766.355339,switchgens,h6,None
1431671778.190558,switchgens,h6,None
1431671789.333884,switchgens,h6,None
1431671800.669481,switchgens,h6,None
1431671811.647837,switchgens,h6,None
1431671822.867522,switchgens,h6,None
1431671839.396134,switchgens,h6,None
1431671844.957864,switchgens,h6,None
1431671856.049776,switchgens,h6,None
1431671866.835602,switchgens,h6,None
1431671877.48966,switchgens,h6,None
1431671888.364313,switchgens,h6,None
1431671899.532153,switchgens,h6,None
1431671910.694703,switchgens,h6,None
1431671922.227496,switchgens,h6,None
1431671933.333865,switchgens,h6,None
1431671944.278206,switchgens,h6,None
1431671955.027469,switchgens,h6,None
1431671966.367335,switchgens,h6,None
1431671977.781779,switchgens,h6,None
1431671989.237667,switchgens,h6,None
1431672000.245902,switchgens,h6,None
1431672011.367059,switchgens,h6,None
1431672022.437152,switchgens,h6,None
1431672033.669392,switchgens,h6,None
1431672044.646772,switchgens,h6,None
