1431671617.247264,switchgens,h3,None
1431671628.367047,switchgens,h3,None
1431671639.555356,switchgens,h3,None
1431671650.85126,switchgens,h3,None
1431671661.602034,switchgens,h3,None
1431671672.929719,switchgens,h3,None
1431671683.989878,switchgens,h3,None
1431671694.781764,switchgens,h3,None
1431671706.369348,switchgens,h3,None
1431671717.729711,switchgens,h3,None
1431671728.707493,switchgens,h3,None
1431671739.852341,switchgens,h3,None
1431671751.307162,switchgens,h3,None
1431671762.332425,switchgens,h3,None
1431671773.269423,switchgens,h3,None
1431671784.6803,switchgens,h3,None
1431671795.615468,switchgens,h3,None
1431671806.677747,switchgens,h3,None
1431671817.741293,switchgens,h3,None
1431671837.907526,switchgens,h3,None
1431671840.335442,switchgens,h3,None
1431671851.780675,switchgens,h3,None
1431671862.647438,switchgens,h3,None
1431671873.767365,switchgens,h3,None
1431671884.971042,switchgens,h3,None
1431671896.295659,switchgens,h3,None
1431671907.355375,switchgens,h3,None
1431671918.108983,switchgens,h3,None
1431671928.967889,switchgens,h3,None
1431671940.009675,switchgens,h3,None
1431671951.187828,switchgens,h3,None
1431671962.582767,switchgens,h3,None
1431671973.256519,switchgens,h3,None
1431671984.37445,switchgens,h3,None
1431671995.418778,switchgens,h3,None
1431672007.118946,switchgens,h3,None
1431672017.949754,switchgens,h3,None
1431672028.857712,switchgens,h3,None
1431672039.866872,switchgens,h3,None
