1431645566.838642,switchgens,h10,None
1431645578.31961,switchgens,h10,None
1431645589.797356,switchgens,h10,None
1431645600.799008,switchgens,h10,None
1431645611.99043,switchgens,h10,None
1431645623.137752,switchgens,h10,None
1431645634.428508,switchgens,h10,None
1431645645.420625,switchgens,h10,None
1431645657.111123,switchgens,h10,None
1431645668.259661,switchgens,h10,None
1431645679.261395,switchgens,h10,None
1431645690.353745,switchgens,h10,None
1431645701.593736,switchgens,h10,None
1431645712.542836,switchgens,h10,None
1431645724.049673,switchgens,h10,None
1431645735.349989,switchgens,h10,None
1431645746.490651,switchgens,h10,None
1431645757.828527,switchgens,h10,None
1431645769.236102,switchgens,h10,None
1431645781.303987,switchgens,h10,None
1431645791.264052,switchgens,h10,None
1431645802.616292,switchgens,h10,None
1431645813.595207,switchgens,h10,None
1431645824.834915,switchgens,h10,None
1431645836.014655,switchgens,h10,None
1431645846.899277,switchgens,h10,None
1431645858.217408,switchgens,h10,None
1431645870.170556,switchgens,h10,None
1431645881.285818,switchgens,h10,None
1431645892.69399,switchgens,h10,None
1431645904.513944,switchgens,h10,None
1431645915.720362,switchgens,h10,None
1431645926.873935,switchgens,h10,None
1431645938.094569,switchgens,h10,None
1431645949.566894,switchgens,h10,None
1431645960.744589,switchgens,h10,None
1431645972.192798,switchgens,h10,None
1431645983.645819,switchgens,h10,None
1431645994.785819,switchgens,h10,None
