1431669021.12411,switchgens,h7,None
1431669028.88414,switchgens,h7,None
1431669040.544482,switchgens,h7,None
1431669051.73375,switchgens,h7,None
1431669062.625827,switchgens,h7,None
1431669074.172263,switchgens,h7,None
1431669085.892353,switchgens,h7,None
1431669096.864145,switchgens,h7,None
1431669108.06536,switchgens,h7,None
1431669119.232235,switchgens,h7,None
1431669130.424385,switchgens,h7,None
1431669141.464286,switchgens,h7,None
1431669152.81389,switchgens,h7,None
1431669163.721072,switchgens,h7,None
1431669175.385693,switchgens,h7,None
1431669187.044322,switchgens,h7,None
1431669198.112349,switchgens,h7,None
1431669209.385713,switchgens,h7,None
