1431644443.234065,switchgens,h3,None
1431644454.921881,switchgens,h3,None
1431644466.383844,switchgens,h3,None
1431644477.942416,switchgens,h3,None
1431644489.07779,switchgens,h3,None
1431644500.083069,switchgens,h3,None
1431644510.765172,switchgens,h3,None
1431644521.865199,switchgens,h3,None
1431644532.875292,switchgens,h3,None
1431644543.603303,switchgens,h3,None
1431644554.383619,switchgens,h3,None
1431644565.301143,switchgens,h3,None
1431644575.984417,switchgens,h3,None
1431644587.068859,switchgens,h3,None
1431644598.217848,switchgens,h3,None
1431644609.273954,switchgens,h3,None
1431644620.582468,switchgens,h3,None
1431644631.477074,switchgens,h3,None
1431644642.865202,switchgens,h3,None
1431644663.633817,switchgens,h3,None
1431644665.909618,switchgens,h3,None
1431644677.305838,switchgens,h3,None
1431644688.370512,switchgens,h3,None
1431644699.398653,switchgens,h3,None
1431644710.758553,switchgens,h3,None
1431644721.985671,switchgens,h3,None
1431644733.405745,switchgens,h3,None
1431644744.626364,switchgens,h3,None
1431644755.687752,switchgens,h3,None
1431644766.857153,switchgens,h3,None
1431644778.264814,switchgens,h3,None
1431644789.356736,switchgens,h3,None
1431644800.52517,switchgens,h3,None
1431644811.687737,switchgens,h3,None
1431644822.977706,switchgens,h3,None
1431644834.361831,switchgens,h3,None
1431644845.676054,switchgens,h3,None
1431644856.664158,switchgens,h3,None
1431644868.077706,switchgens,h3,None
