1431644448.167034,switchgens,h7,None
1431644459.80215,switchgens,h7,None
1431644471.537859,switchgens,h7,None
1431644483.194684,switchgens,h7,None
1431644494.704634,switchgens,h7,None
1431644505.714902,switchgens,h7,None
1431644516.765344,switchgens,h7,None
1431644528.165324,switchgens,h7,None
1431644538.904178,switchgens,h7,None
1431644550.283615,switchgens,h7,None
1431644561.65799,switchgens,h7,None
1431644573.176113,switchgens,h7,None
1431644584.165784,switchgens,h7,None
1431644595.30578,switchgens,h7,None
1431644606.456619,switchgens,h7,None
1431644617.887739,switchgens,h7,None
1431644629.087042,switchgens,h7,None
1431644640.980777,switchgens,h7,None
1431644651.859839,switchgens,h7,None
1431644667.585923,switchgens,h7,None
1431644674.394476,switchgens,h7,None
1431644685.680326,switchgens,h7,None
1431644697.158684,switchgens,h7,None
1431644708.430095,switchgens,h7,None
1431644719.78696,switchgens,h7,None
1431644731.558008,switchgens,h7,None
1431644742.820564,switchgens,h7,None
1431644753.981742,switchgens,h7,None
1431644765.417857,switchgens,h7,None
1431644776.858217,switchgens,h7,None
1431644788.112776,switchgens,h7,None
1431644799.317684,switchgens,h7,None
1431644810.456474,switchgens,h7,None
1431644821.616971,switchgens,h7,None
1431644833.204366,switchgens,h7,None
1431644844.357797,switchgens,h7,None
1431644855.256068,switchgens,h7,None
1431644866.967914,switchgens,h7,None
1431644878.126189,switchgens,h7,None
