1431668507.673957,switchgens,h8,None
1431668516.770801,switchgens,h8,None
1431668527.810061,switchgens,h8,None
1431668538.713585,switchgens,h8,None
1431668549.806303,switchgens,h8,None
1431668561.16474,switchgens,h8,None
1431668571.943617,switchgens,h8,None
1431668583.31262,switchgens,h8,None
1431668594.301818,switchgens,h8,None
1431668605.786282,switchgens,h8,None
1431668616.765668,switchgens,h8,None
1431668628.171788,switchgens,h8,None
1431668639.796327,switchgens,h8,None
1431668650.665525,switchgens,h8,None
1431668661.967878,switchgens,h8,None
1431668672.885716,switchgens,h8,None
1431668683.883699,switchgens,h8,None
1431668695.334925,switchgens,h8,None
