1431670574.858426,STARTTEST,None,None,39,10.0
1431670574.858432,send,h8,startGen,69,10.0
1431670574.861432,send,h9,startGen,69,10.0
1431670574.864651,send,h2,startGen,69,10.0
1431670574.867057,send,h3,startGen,69,10.0
1431670574.876103,send,h1,startGen,69,10.0
1431670574.878992,send,h6,startGen,69,10.0
1431670574.881294,send,h7,startGen,69,10.0
1431670574.883652,send,h4,startGen,69,10.0
1431670574.886054,send,h5,startGen,69,10.0
1431670574.904805,send,h10,startGen,70,10.0
1431670577.915436,send,h8,getCounts,70,10.0
1431670577.91822,send,h9,getCounts,70,10.0
1431670577.920428,send,h2,getCounts,70,10.0
1431670577.92382,send,h3,getCounts,70,10.0
1431670577.933586,send,h1,getCounts,70,10.0
1431670577.977957,send,h6,getCounts,70,10.0
1431670577.979663,send,h7,getCounts,70,10.0
1431670577.981128,send,h4,getCounts,70,10.0
1431670577.982493,send,h5,getCounts,70,10.0
1431670578.069291,recv,h8,getCountsResponse,807,10.0
1431670578.069522,send,h10,getCounts,71,10.0
1431670578.128837,recv,h2,getCountsResponse,807,10.0
1431670578.214625,recv,h6,getCountsResponse,807,10.0
1431670578.241888,recv,h9,getCountsResponse,807,10.0
1431670578.290447,recv,h3,getCountsResponse,807,10.0
1431670578.512575,recv,h5,getCountsResponse,807,10.0
1431670578.522995,recv,h4,getCountsResponse,807,10.0
1431670578.526688,recv,h7,getCountsResponse,807,10.0
1431670578.54681,recv,h1,getCountsResponse,807,10.0
1431670578.575462,recv,h10,getCountsResponse,808,10.0
1431670579.088888,send,h8,setTopK,847,10.0
1431670579.092087,send,h9,setTopK,847,10.0
1431670579.09389,send,h2,setTopK,847,10.0
1431670579.095747,send,h3,setTopK,847,10.0
1431670579.097536,send,h1,setTopK,847,10.0
1431670579.099722,send,h6,setTopK,847,10.0
1431670579.126637,send,h7,setTopK,847,10.0
1431670579.128643,send,h4,setTopK,847,10.0
1431670579.130492,send,h5,setTopK,847,10.0
1431670579.132348,send,h10,setTopK,848,10.0
1431670589.586282,send,h8,setNodeParams,800,3.0000000000000004
1431670589.588278,send,h9,setNodeParams,800,3.0000000000000004
1431670589.589947,send,h2,setNodeParams,800,3.0000000000000004
1431670589.591516,send,h3,setNodeParams,800,3.0000000000000004
1431670589.593099,send,h1,setNodeParams,800,3.0000000000000004
1431670589.615433,send,h6,setNodeParams,800,3.0000000000000004
1431670589.617402,send,h7,setNodeParams,800,3.0000000000000004
1431670589.619011,send,h4,setNodeParams,800,3.0000000000000004
1431670589.620604,send,h5,setNodeParams,800,3.0000000000000004
1431670589.622217,send,h10,setNodeParams,801,3.0000000000000004
1431670610.006139,send,h8,setNodeParams,790,0.0
1431670610.008816,send,h9,setNodeParams,790,0.0
1431670610.010878,send,h2,setNodeParams,790,0.0
1431670610.012872,send,h3,setNodeParams,790,0.0
1431670610.074177,send,h1,setNodeParams,790,0.0
1431670610.075971,send,h6,setNodeParams,790,0.0
1431670610.077762,send,h7,setNodeParams,790,0.0
1431670610.079429,send,h4,setNodeParams,790,0.0
1431670610.081069,send,h5,setNodeParams,790,0.0
1431670610.08295,send,h10,setNodeParams,791,0.0
1431670783.786627,recv,h2,handleViolations,598,0.0
1431670783.787756,send,h8,getSomeCounts,167,0.0
1431670783.827434,send,h9,getSomeCounts,167,0.0
1431670783.830576,send,h3,getSomeCounts,167,0.0
1431670783.834191,send,h1,getSomeCounts,167,0.0
1431670783.836199,send,h6,getSomeCounts,167,0.0
1431670783.837735,send,h7,getSomeCounts,167,0.0
1431670783.84011,send,h4,getSomeCounts,167,0.0
1431670783.84257,send,h5,getSomeCounts,167,0.0
1431670783.845165,send,h10,getSomeCounts,168,0.0
1431670783.935332,recv,h6,getCountsResponse,464,0.0
1431670783.9702,recv,h4,getCountsResponse,465,0.0
1431670784.01463,recv,h1,getCountsResponse,437,0.0
1431670784.086566,recv,h9,getCountsResponse,464,0.0
1431670784.178115,recv,h5,getCountsResponse,465,0.0
1431670784.226483,recv,h8,getCountsResponse,465,0.0
1431670784.277487,recv,h3,getCountsResponse,465,0.0
1431670784.346398,recv,h7,getCountsResponse,465,0.0
1431670784.4501,recv,h10,getCountsResponse,466,0.0
1431670784.451203,send,h8,setTopK,883,0.0
1431670784.465045,send,h9,setTopK,882,0.0
1431670784.46699,send,h2,setTopK,869,0.0
1431670784.468698,send,h3,setTopK,869,0.0
1431670784.470401,send,h1,setTopK,869,0.0
1431670784.472083,send,h6,setTopK,882,0.0
1431670784.473801,send,h7,setTopK,883,0.0
1431670784.494541,send,h4,setTopK,883,0.0
1431670784.496686,send,h5,setTopK,883,0.0
1431670784.498474,send,h10,setTopK,884,0.0
1431670787.006531,recv,h1,handleViolations,612,0.0
1431670787.007874,send,h8,getSomeCounts,167,0.0
1431670787.011013,send,h9,getSomeCounts,167,0.0
1431670787.026624,send,h2,getSomeCounts,167,0.0
1431670787.028553,send,h3,getSomeCounts,167,0.0
1431670787.030619,send,h6,getSomeCounts,167,0.0
1431670787.032288,send,h7,getSomeCounts,167,0.0
1431670787.214238,send,h4,getSomeCounts,167,0.0
1431670787.215018,recv,h9,getCountsResponse,464,0.0
1431670787.216917,send,h5,getSomeCounts,167,0.0
1431670787.218444,send,h10,getSomeCounts,168,0.0
1431670787.394539,recv,h7,getCountsResponse,465,0.0
1431670787.446591,recv,h2,handleViolations,572,0.0
1431670787.566642,recv,h3,getCountsResponse,451,0.0
1431670787.626606,recv,h3,handleViolations,572,0.0
1431670787.734671,recv,h6,getCountsResponse,464,0.0
1431670787.908237,recv,h2,getCountsResponse,451,0.0
1431670787.996594,recv,h4,getCountsResponse,450,0.0
1431670787.997159,recv,h5,getCountsResponse,450,0.0
1431670788.13463,recv,h10,getCountsResponse,479,0.0
1431670788.286744,recv,h8,getCountsResponse,478,0.0
1431670788.287847,send,h8,setTopK,998,0.0
1431670788.290806,send,h9,setTopK,986,0.0
1431670788.293217,send,h2,setTopK,1012,0.0
1431670788.295674,send,h3,setTopK,1012,0.0
1431670788.297653,send,h1,setTopK,1012,0.0
1431670788.299673,send,h6,setTopK,999,0.0
1431670788.3016,send,h7,setTopK,986,0.0
1431670788.342154,recv,h4,handleViolations,572,0.0
1431670788.342816,send,h4,setTopK,1013,0.0
1431670788.344875,send,h5,setTopK,1012,0.0
1431670788.346733,send,h10,setTopK,1000,0.0
1431670788.866679,recv,h6,handleViolations,728,0.0
1431670788.867706,send,h8,getSomeCounts,167,0.0
1431670788.87029,send,h9,getSomeCounts,167,0.0
1431670788.872339,send,h2,getSomeCounts,167,0.0
1431670788.874636,send,h3,getSomeCounts,167,0.0
1431670788.876787,send,h1,getSomeCounts,167,0.0
1431670788.878519,send,h7,getSomeCounts,167,0.0
1431670788.907424,send,h4,getSomeCounts,167,0.0
1431670788.994518,send,h5,getSomeCounts,167,0.0
1431670788.996401,send,h10,getSomeCounts,168,0.0
1431670789.096529,recv,h8,getCountsResponse,594,0.0
1431670789.116962,recv,h7,getCountsResponse,595,0.0
1431670789.126638,recv,h2,getCountsResponse,594,0.0
1431670789.134636,recv,h1,getCountsResponse,594,0.0
1431670789.306201,recv,h9,getCountsResponse,595,0.0
1431670789.414734,recv,h3,getCountsResponse,594,0.0
1431670789.454357,recv,h5,getCountsResponse,594,0.0
1431670789.48679,recv,h4,getCountsResponse,595,0.0
1431670789.547046,recv,h10,getCountsResponse,596,0.0
1431670790.006553,recv,h5,handleViolations,585,0.0
1431670790.127056,send,h8,setTopK,998,0.0
1431670790.266793,send,h9,setTopK,986,0.0
1431670790.269109,send,h2,setTopK,1012,0.0
1431670790.271504,send,h3,setTopK,1012,0.0
1431670790.273314,send,h1,setTopK,1012,0.0
1431670790.275406,send,h6,setTopK,999,0.0
1431670790.309194,send,h7,setTopK,986,0.0
1431670790.311707,send,h4,setTopK,1013,0.0
1431670790.314196,send,h5,setTopK,1012,0.0
1431670790.316209,send,h10,setTopK,1000,0.0
1431670790.320315,recv,h1,handleViolations,598,0.0
1431670790.569824,recv,h2,handleViolations,599,0.0
1431670790.610445,recv,h4,handleViolations,585,0.0
1431670790.641421,recv,h3,handleViolations,599,0.0
1431670790.71986,recv,h9,handleViolations,584,0.0
1431670791.270069,recv,h7,handleViolations,729,0.0
1431670791.271834,send,h8,getSomeCounts,167,0.0
1431670791.27583,send,h9,getSomeCounts,167,0.0
1431670791.278214,send,h2,getSomeCounts,167,0.0
1431670791.280283,send,h3,getSomeCounts,167,0.0
1431670791.282321,send,h1,getSomeCounts,167,0.0
1431670791.284345,send,h6,getSomeCounts,167,0.0
1431670791.286391,send,h4,getSomeCounts,167,0.0
1431670791.350325,send,h5,getSomeCounts,167,0.0
1431670791.352355,send,h10,getSomeCounts,168,0.0
1431670791.551127,recv,h3,getCountsResponse,581,0.0
1431670791.634677,recv,h8,getCountsResponse,567,0.0
1431670791.726645,recv,h10,getCountsResponse,582,0.0
1431670791.79249,recv,h6,getCountsResponse,582,0.0
1431670791.926537,recv,h5,getCountsResponse,581,0.0
1431670791.939069,recv,h1,getCountsResponse,582,0.0
1431670791.990376,recv,h9,getCountsResponse,568,0.0
1431670792.042102,recv,h4,getCountsResponse,581,0.0
1431670792.11655,recv,h2,getCountsResponse,582,0.0
1431670792.14669,recv,h8,handleViolations,701,0.0
1431670792.14722,recv,h6,handleViolations,702,0.0
1431670792.147667,recv,h5,handleViolations,715,0.0
1431670792.494126,send,h8,setTopK,998,0.0
1431670792.497541,send,h9,setTopK,986,0.0
1431670792.499658,send,h2,setTopK,1012,0.0
1431670792.502269,send,h3,setTopK,1012,0.0
1431670792.505451,send,h1,setTopK,1012,0.0
1431670792.566754,recv,h1,handleViolations,715,0.0
1431670792.686752,send,h6,setTopK,999,0.0
1431670792.689064,send,h7,setTopK,986,0.0
1431670792.692044,send,h4,setTopK,1013,0.0
1431670792.694803,send,h5,setTopK,1012,0.0
1431670792.750442,send,h10,setTopK,1000,0.0
1431670792.753058,recv,h2,handleViolations,715,0.0
1431670792.793387,recv,h3,handleViolations,715,0.0
1431670792.847233,recv,h4,handleViolations,716,0.0
1431670793.89461,recv,h2,handleViolations,756,0.0
1431670793.895392,send,h8,getSomeCounts,167,0.0
1431670793.898681,send,h9,getSomeCounts,167,0.0
1431670793.901194,send,h3,getSomeCounts,167,0.0
1431670793.903082,send,h1,getSomeCounts,167,0.0
1431670793.90485,send,h6,getSomeCounts,167,0.0
1431670793.95456,send,h7,getSomeCounts,167,0.0
1431670793.956491,send,h4,getSomeCounts,167,0.0
1431670793.958156,send,h5,getSomeCounts,167,0.0
1431670793.96006,send,h10,getSomeCounts,168,0.0
1431670794.014575,recv,h1,getCountsResponse,594,0.0
1431670794.068762,recv,h5,getCountsResponse,594,0.0
1431670794.086505,recv,h10,getCountsResponse,596,0.0
1431670794.114776,recv,h3,getCountsResponse,595,0.0
1431670794.126524,recv,h6,getCountsResponse,594,0.0
1431670794.134642,recv,h5,handleViolations,702,0.0
1431670794.150168,recv,h4,getCountsResponse,595,0.0
1431670794.245003,recv,h9,getCountsResponse,595,0.0
1431670794.394103,recv,h6,handleViolations,703,0.0
1431670794.453983,recv,h8,getCountsResponse,581,0.0
1431670794.526619,recv,h8,handleViolations,688,0.0
1431670794.634707,recv,h7,getCountsResponse,581,0.0
1431670794.810117,recv,h7,handleViolations,703,0.0
1431670794.874202,recv,h9,handleViolations,703,0.0
1431670795.05471,recv,h1,handleViolations,703,0.0
1431670795.05567,send,h8,setTopK,999,0.0
1431670795.058775,send,h9,setTopK,1000,0.0
1431670795.061247,send,h2,setTopK,1013,0.0
1431670795.06411,send,h3,setTopK,999,0.0
1431670795.095301,send,h1,setTopK,1000,0.0
1431670795.098279,send,h6,setTopK,999,0.0
1431670795.101021,send,h7,setTopK,1000,0.0
1431670795.103458,send,h4,setTopK,999,0.0
1431670795.217971,recv,h4,handleViolations,702,0.0
1431670795.221537,send,h5,setTopK,999,0.0
1431670795.223949,send,h10,setTopK,986,0.0
1431670795.25515,recv,h3,handleViolations,702,0.0
1431670795.613918,recv,h10,handleViolations,689,0.0
1431670796.958264,recv,h1,handleViolations,743,0.0
1431670796.959296,send,h8,getSomeCounts,167,0.0
1431670796.96214,send,h9,getSomeCounts,167,0.0
1431670796.964101,send,h2,getSomeCounts,167,0.0
1431670796.966596,send,h3,getSomeCounts,167,0.0
1431670797.046666,send,h6,getSomeCounts,167,0.0
1431670797.048875,send,h7,getSomeCounts,167,0.0
