1431670781.386341,switchgens,h1,None
1431670782.593599,switchgens,h1,None
1431670793.58605,switchgens,h1,None
1431670804.446131,switchgens,h1,None
1431670815.286294,switchgens,h1,None
1431670826.809732,switchgens,h1,None
1431670838.17378,switchgens,h1,None
1431670849.209188,switchgens,h1,None
1431670860.736496,switchgens,h1,None
1431670872.346618,switchgens,h1,None
1431670883.408471,switchgens,h1,None
1431670894.221086,switchgens,h1,None
1431670905.187328,switchgens,h1,None
1431670915.993854,switchgens,h1,None
1431670927.047848,switchgens,h1,None
1431670938.209877,switchgens,h1,None
1431670949.326286,switchgens,h1,None
1431670960.42648,switchgens,h1,None
