1431671219.506738,switchgens,h8,None
1431671228.174649,switchgens,h8,None
1431671239.486764,switchgens,h8,None
1431671250.797662,switchgens,h8,None
1431671262.109791,switchgens,h8,None
1431671273.466822,switchgens,h8,None
1431671284.666589,switchgens,h8,None
1431671295.754803,switchgens,h8,None
1431671307.256986,switchgens,h8,None
1431671318.466795,switchgens,h8,None
1431671329.669462,switchgens,h8,None
1431671341.229842,switchgens,h8,None
1431671352.066763,switchgens,h8,None
1431671362.846923,switchgens,h8,None
1431671374.428468,switchgens,h8,None
1431671385.566841,switchgens,h8,None
1431671396.789693,switchgens,h8,None
1431671408.195607,switchgens,h8,None
