1431671218.474835,switchgens,h10,None
1431671229.34728,switchgens,h10,None
1431671240.856967,switchgens,h10,None
1431671252.024939,switchgens,h10,None
1431671263.115076,switchgens,h10,None
1431671274.329862,switchgens,h10,None
1431671285.413754,switchgens,h10,None
1431671296.04671,switchgens,h10,None
1431671307.044779,switchgens,h10,None
1431671317.949784,switchgens,h10,None
1431671329.294594,switchgens,h10,None
1431671340.46951,switchgens,h10,None
1431671351.652192,switchgens,h10,None
1431671363.026905,switchgens,h10,None
1431671374.627857,switchgens,h10,None
1431671385.575027,switchgens,h10,None
1431671396.766867,switchgens,h10,None
1431671407.97486,switchgens,h10,None
