1431671221.106808,switchgens,h6,None
1431671227.768186,switchgens,h6,None
1431671239.226845,switchgens,h6,None
1431671250.249759,switchgens,h6,None
1431671261.414744,switchgens,h6,None
1431671272.446669,switchgens,h6,None
1431671283.194566,switchgens,h6,None
1431671294.289787,switchgens,h6,None
1431671305.537262,switchgens,h6,None
1431671316.626732,switchgens,h6,None
1431671328.22126,switchgens,h6,None
1431671339.388006,switchgens,h6,None
1431671350.734803,switchgens,h6,None
1431671361.786705,switchgens,h6,None
1431671372.909395,switchgens,h6,None
1431671384.238901,switchgens,h6,None
1431671394.957599,switchgens,h6,None
1431671406.086883,switchgens,h6,None
